미인,이럴거면,유혹의 소나타,미워요,잔소리,Love Love Love,안녕,흰눈,추억은 사랑을 닮아,사랑…후에,So Hot,하루 하루,Love,Nobody,서커스,마지막인사,사랑과 전쟁,U-Go-Girl,천국,가지마 가지마,Gee,I Don't Care,Abracadabra,HeartBreaker,Again&Again,심장이 없어,사랑비,Fire,쏘리 쏘리,Lollipop,Bad Girl Good Girl,잔소리,죽을 만큼 아파서,못해,죽어도 못 보내,Oh!,2 Different Tears,너 때문에 미쳐,밥만 잘 먹더라,Go Away,Roly-Poly,바람났어,내가 제일 잘 나가,비가 오는 날엔,TV를 껐네…,So Cool,UGLY,좋은 날,살다가 한번쯤,안녕이라고 말하지마,강남스타일,나혼자,벚꽃 엔딩,Loving U,FANTASTIC BABY,I Love  You,정말로 사랑한다면,Heaven,하루 끝,첫사랑,자니,눈물,NoNoNo,눈물샤워,물음표,Give It To Me,이름이 뭐예요?,모노드라마,My Love,있다 없으니까,썸,야생화,눈. 코. 입,금요일에 만나요,한여름밤의 꿀,봄 사랑 벚꽃 말고,Mr.Chu,너의 의미,Something,200%,뱅뱅뱅,같은 시간 속의 너,꺼내 먹어요,이럴거면 그러지말지,위잉위잉,LOSER,BAE BAE,그냥,양화대교,우연히 봄
16,19,19,24,18,24.5,24,16,19,21,25.5,17.5,23,26.5,14,22.5,23,17,16,21.5,21.5,23,22,14,21.5,26,19.5,23,19,14,24,24.5,18.5,20,17.5,18,21.5,19.5,22,17.5,16,14,21,19.5,19.5,16,21,23,22,21,20,23,17.5,21.5,18,21,12.5,23,26,15,17.5,17.5,26,15,17.5,22,13,18,22.5,22.5,23,15.5,22,21.5,25.5,25,21.5,25.5,19,14.5,24,23,17.5,22.5,19,15.5,22,18.5,19.5,25
16,20,19,25,17,25.5,21,17,18.5,15.5,25.5,17.5,23,26.5,14,23,22.5,17,14,21.5,21.5,23,22,14,21.5,26,19.5,23,19,14,22,25.5,18.5,19.5,18,17,22.5,18.5,23,17.5,15,14,21,18.5,19.5,15,21,23,21,21,20,22,17.5,16,17,21,12,24.5,25,14,17,17.5,26,15,17.5,26,16,18,21.5,24,24,18.5,22,22,26.5,25,20,25.5,17.5,14.5,24,18,17.5,24.5,18,17,22,18,18,27
16,18,26,25,18,21.5,24,17,17.5,15.5,22.5,17.5,25,24.5,14,24.5,23,17,14,24,25.5,23,22,18,21,26,19.5,23,19,14,24,27,18.5,20,18,15,22.5,19.5,24.5,17.5,14,14,21.5,20,19.5,16,22.5,23,21,22,20,24.5,19,21.5,19,21,10,25,24,14,17.5,17.5,25,15,17.5,29,16,18,22.5,22.5,23,14,21,21.5,26.5,24.5,21.5,26.5,19,14.5,25,23,17.5,26.5,19,17,22,17,19.5,27
15,17.5,19,25,17,25.5,25,19,16,15.5,22.5,15.5,22,24.5,14,23,24.5,17,14,24.5,25.5,23,22,12.5,21.5,25.5,19.5,23,19,14,25,27,18.5,21.5,19,17,21.5,19.5,24.5,19.5,12,14,21,21.5,24,16,24,24.5,19,22,20,23,19,21.5,18,21,10,25,23,14,18.5,17.5,26,15,17.5,28,16,16,24,24,21.5,18.5,19,26,25.5,25,23,28,21.5,14.5,25,23,17.5,28.5,18,18,22,17,20,28
15,18,16,25,15.5,24.5,25,21,17.5,17,23,17.5,21,24.5,14,22.5,24.5,17,14,24,25.5,23,24,14,21.5,25.5,19.5,22,19,14,25,27,18.5,21.5,20,18,22.5,19.5,24.5,20,12,14,21.5,22.5,24,16,22.5,25.5,18,22.5,20,24.5,17.5,20,17,21,10,23,23,14,17.5,17.5,26,15,17.5,26.5,13,18,24,22.5,20,19.5,21,25.5,25.5,24.5,23,26.5,23,14.5,25,23,17.5,26.5,19,17,22,15.5,19.5,27
14,18,20,24,17,24.5,24,21,13,18,23,17.5,19,22.5,14,20,27,17,13,22.5,25.5,23,22,14,21.5,25.5,21,23,19,14,19.5,24.5,18.5,22.5,20,19,22.5,19.5,23,19.5,16,14,21,22.5,24,16,21,26,18,22,20,24.5,17.5,19,17,19.5,11,25,23,16,17,17.5,26,15,17.5,25,12,20,21.5,24,21.5,19.5,21,27,26.5,24.5,21.5,22.5,20,14.5,24,24,16,24.5,21,18,24,18,18.5,26
13,25,20,23,17,22.5,23,23,16,18,23,17.5,21,22.5,14,24.5,25.5,17,13,22.5,21.5,24.5,24,14,19.5,24.5,19.5,23,19,14,24,25.5,18.5,21.5,20,18,25.5,19.5,23,20,16,14,21,22.5,19.5,17.5,21,26,22,22.5,20,24.5,18.5,19,19,19.5,11,26,18,15,17.5,17.5,28,15,17.5,25,13,19,21,24,21.5,21,19,26,26.5,25,23,24,17.5,14.5,22.5,25,17.5,21.5,19,17,24,17,18.5,25
14,24,20,23,17,23,25,24,17.5,18.5,22.5,17.5,23,22.5,14,24.5,27,17,13,21.5,21.5,25.5,22,14,21.5,24.5,18.5,23,19,14,25,25.5,18.5,19.5,20,12,24.5,21.5,23,21.5,16,14,21,22.5,19.5,16,21,26,23,22,20,23,16,22,18,21,11,25,18,15,17,17.5,27,15,17.5,29,20,19,21.5,21,20,17,22,25.5,26.5,24.5,24.5,25.5,21.5,14.5,24,24,17.5,24.5,18,18,25,18,19.5,25
16,24,20,22,18,16,24,23,18.5,18,22.5,15.5,22,24.5,14,24.5,28.5,17,13,22.5,21.5,23,22,14,21.5,24.5,18,25,19,14,25,28.5,18.5,18.5,16,12,24,19.5,24.5,19.5,16,14,21,25.5,17,17.5,22.5,26,24,22.5,20,24.5,14.5,23,18,21,12,23,19,14,17,17.5,23,15,17.5,28,19,18,19.5,24,21.5,17,22,23,25.5,23,23,25.5,20,14.5,22.5,23,17.5,22.5,19,17,22,17,18.5,22
18,23,16,22,17,16,26,22,13,17,22.5,19.5,25,24.5,14,24.5,28.5,17,13,22.5,21.5,23,21,14,19.5,23,18,24.5,19,14,24,28.5,18.5,19.5,16,12,22.5,19.5,24.5,19.5,15,14,21,25.5,22,17.5,24,25.5,23,22,20,24.5,16,22,18,21,12.5,23,18,14,17,17.5,25,15,17.5,26.5,17.5,18,19.5,22.5,21.5,17,22,23,26.5,24.5,22.5,25.5,20,14.5,22,21,17.5,26.5,15,18,22,18,17.5,26
19,23,21,22,15,16,25,21,13,18,25.5,17.5,21,24.5,14,24.5,27,17,13,24,21.5,23,22,14,21.5,23,12.5,25,19,14,22,28.5,18.5,24,16,12,21.5,19.5,23,19.5,14,14,21,22.5,21,17.5,22.5,26,23,22.5,20,24.5,16,26,18,19.5,15,25,19,14,17,17.5,23,15,17.5,26.5,19,19,21.5,24,21.5,15.5,22,26,28,24.5,21.5,25.5,19,14.5,18,24,17.5,25.5,15,17,22,18.5,18.5,25
19,24.5,21,23,15,16,24,19,13,18.5,25.5,14.5,21,22.5,14,20,25.5,18,14,24,17.5,27,22,15.5,21.5,24.5,19.5,23,19,14,24,28.5,18.5,24,20,12,21.5,19.5,22,19.5,16,14,21,21.5,24,16,21,26,21,24,20,23,16,24.5,18,21,15,25,25,14,17,17.5,25,15,17.5,24,19,15,21,22.5,21.5,15.5,22,26,28.5,23,20,25.5,21.5,14.5,18,22,17.5,24.5,24,18,22,19.5,19.5,25
19,25,21,24,15.5,16,23,19,18.5,18,22.5,19.5,20,22.5,14,23,26,15,14,24,21.5,27,29,17,19.5,24.5,19.5,23,19,14,25,28.5,18.5,24,20,12,21.5,21,22,20,16,14,21,20,21,17.5,21,26,24,19.5,20,20,19,26,17,21,14,26,25,14,17,17.5,23,15,17.5,25,19,20,21.5,24,22,18,21,26,28,24.5,24.5,25.5,19,14.5,18,23,17.5,24.5,22,17,22,18.5,18.5,22
16,25,21,25,15,16,24,17,19,18,22.5,17.5,21,22.5,14,23,26,17,14,21.5,18.5,27,26,12.5,19.5,14.5,19.5,23,19,14,25,25.5,18.5,24.5,20,12,19.5,18,20,19.5,15,14,23,21.5,19.5,17.5,25.5,25.5,25,21,20,23,17.5,26,18,21,14,25,24,18,15.5,17.5,25,15,17.5,29,17.5,20,22.5,24,23,19.5,19,26,26.5,24.5,23,26.5,20,14.5,18,24,17.5,22.5,21,18,22,18,17.5,22
16,22,16,25,15.5,16,19,22,18.5,18.5,23,14.5,19,24,14,23,27,17,14,21,20,27,28,14,19.5,13,19.5,23,19,14,24,25.5,18.5,22.5,16,12,24,21,23,19.5,16,14,23,21.5,19.5,17.5,25,26,24,22,20,25,19,24.5,19,21,14,25,23,15,14.5,17.5,30,15,17.5,28,16,20,19.5,22.5,22,21.5,21,26,25.5,23,21.5,28,19,14.5,18,24,18.5,26.5,21,18,22,17,17.5,22
16,22,19,25,19.5,16,19,21,19,18,23,19.5,25,24,14,24.5,24.5,17,14,19.5,18.5,27,25,14,21.5,16,19.5,23,19,14,25,24,18.5,21.5,16,12,24,19.5,24.5,19.5,15,14,23,21.5,24,16,22.5,26,24,22,20,25,19,23,14,19.5,15,25,22,15,15.5,17.5,29,15,17.5,26.5,17.5,20,21,24,19,21,21,26,22.5,24.5,23,26.5,17.5,14.5,18,24,18.5,25.5,22,17,22,15.5,17.5,22
16,24.5,19,21,19.5,16,19,21,18.5,17,23,17.5,24,24,14,25.5,25.5,17,14,18.5,17.5,25.5,26,14,21.5,14.5,19.5,23,19,14,24,25.5,18.5,21.5,22,15,22.5,19.5,23,19.5,14,14,23,21.5,24,17.5,22.5,25.5,22,21,20,23,19,26,19,19.5,15,26,23,14,17,17.5,30,15,17.5,26.5,16,22,21.5,24,20,21,22,26,25.5,22,23,26.5,17.5,14.5,18,24,18.5,24.5,19,18,24,18,17.5,22
16,25,19,22,15.5,16,24,22,19,18,22.5,14.5,23,24,14,24.5,21.5,17,14,21.5,18.5,25.5,25.5,14,19.5,13,19.5,23,19,14,26,24.5,18.5,24.5,23,17,21.5,18.5,22,19.5,18,14,21,24.5,24,16,25.5,26.5,24,21,20,25,19,24.5,18,21,15,25,24,14,17,17.5,29,15,17.5,28,17.5,22,22.5,22.5,19,21,22,25.5,25.5,23,23,25,17.5,14.5,18,23,17.5,22.5,21,17,24,15.5,18.5,22
19,21,19,23,15,16,23,19,18.5,21,22.5,19.5,23,24,14,23,23,17,14,21.5,17.5,24.5,26,14,21.5,16,19.5,22,19,14,26,24.5,18.5,25.5,21.5,18,21.5,19.5,22,19.5,16,14,21,21.5,24,17.5,25,28,26,19.5,20,25,17.5,26,17,21,15,25,24,14,11.5,17.5,25.5,15,17.5,26.5,16,19,24,21,22,21.5,21,26,25.5,25,23,24,17.5,14.5,18,22,18.5,26.5,18,18,25,17,19.5,22
19,23,16,24,14,16,26,19,17.5,22.5,22.5,19.5,23,21.5,14,21.5,21.5,17,15,24,18.5,24.5,25,14,21.5,14.5,21,22,19,14,26,24,18.5,26.5,20,19,22.5,21,20,20,16,14,21,20,24,17.5,22.5,28,24,22,20,25,19,24.5,19,21,14,25,24,14,12.5,17.5,25.5,15,17.5,26.5,16,18,24.5,22.5,19,22.5,21,25.5,25.5,23,21.5,21,17.5,14.5,18,22,17.5,25.5,18,17,22,19.5,18.5,22
18,22,20,25,15,16,25,19,16,22,25.5,18.5,22,22.5,14,25.5,23,17,14,24,20,25.5,25,14,22.5,13,19.5,22,17.5,14,25,24.5,18.5,26.5,19,18,21.5,21.5,23,19.5,16,14,21,19.5,19.5,16,22.5,28,24,24,20,25,20,26,19,19.5,14,27,25,16,14.5,17.5,24.5,15,17.5,26.5,17.5,15,18.5,21,19,18.5,23,23,26.5,15,23,22,24.5,14.5,18,21,18.5,24,17,18,22,19.5,18,22
18,21,20,21,14,16,24,18,17.5,21,25.5,18.5,24,24,14,25.5,25.5,17,14,24,18.5,24.5,25,15.5,22.5,16,18.5,22,17.5,14,24,24.5,18.5,26.5,19,17,22.5,21,23,19.5,15,14,21,19.5,19.5,15,22.5,25.5,25,25,20,23,20,24.5,19,19.5,14,25,26,18,17,17.5,23,15,17.5,26.5,16,15,22.5,22.5,22,18.5,22,23,22.5,18,24.5,22.5,24.5,14.5,18,22,17.5,24,18,17,22,22,21.5,22
18,21,27,25,15,16,23,18,13,22,22.5,18.5,21,24,14,25.5,23,17,14,17.5,17.5,23,25,17,22.5,14.5,18,23,19,14,26,19.5,18.5,26.5,22,15,21.5,21.5,22,19.5,14,14,21,20,19.5,16,24,25.5,25,25,20,23,19,23,19,25,17,25,26,18,11.5,17.5,23,15,17.5,26,16,19,22.5,21,20,18.5,22,23,25.5,19,23,21,17.5,14.5,18,22,17.5,24.5,19,18,22,22,20,22
16,20,27,26,15.5,16,22,22,13,19,22.5,22.5,22,24,14,25.5,23,17,14,17.5,18.5,27,25,15.5,24,13,18,22,19,14,26,20,18.5,27,23,17,22.5,22.5,23,19.5,16,14,21,20,24,16,21,25.5,24,25,20,25,20,26,18,26.5,15,25,24,16,11.5,17.5,24.5,15,17.5,26,17.5,19,22.5,22.5,19,18.5,21,23,25.5,20,22.5,22,17.5,14.5,18,21,17.5,25.5,18,17,22,22,19.5,22
18,18,16,26,15,16,17,24,18.5,22,23,22.5,22,24,14,25.5,21.5,17,14,17,17.5,27,25,17,22.5,16,18.5,23,19,14,26,21.5,18.5,26.5,23,18,21.5,24,22,19.5,15,14,21,20,24,16,18.5,25.5,25,25,20,23,21.5,27,17,25,12.5,27,25,15,12.5,17.5,23,15,17.5,25,16,19,24,22.5,22,18.5,21,23,25.5,22,23,22.5,17.5,14.5,18,21,17.5,25.5,19,18,22,22,18.5,22
16,19,21,26,15.5,16,17,24,19,21,23,21.5,22,24,14,27,20,17,13,22.5,18.5,27,25,15.5,21.5,14.5,12.5,22,19,14,25,21.5,18.5,26.5,22,19,25.5,25.5,23,19.5,15,14,21,23,24,16,22.5,24,26,25,20,25,21.5,26,19,25,12,25,26,16,14.5,17.5,21.5,15,17.5,26,16,19,24.5,22.5,20,18.5,23,30,28,19,24.5,24,17.5,14.5,18,19,17.5,25.5,18,17,24,21,17.5,22
18,20,21,26.5,21,16,17,23,18.5,22,23,19.5,21,24.5,14,24.5,24.5,19.5,13,21.5,20,27,29,17,21,13,18.5,23,19,14,24,21.5,18.5,25.5,23,18,24.5,24,22,19.5,15,14,21,23,19.5,17.5,21.5,28,26.5,19.5,20,25,19,26,18,25,12,27,26,14,17,17.5,23,15,17.5,26.5,17.5,19,25.5,21,19,18.5,22,28.5,26.5,18,25.5,21,17.5,14.5,18,19,17.5,24,19,18,24,21,18.5,22
19,19,21,26,21,16,22,19,18.5,22,23,19.5,23,24.5,14,22.5,23,19,13,25.5,18.5,27,26,17,21,14.5,18.5,23,19,14,25,21.5,18.5,19.5,19,12,24,24,24.5,18.5,15,14,24,23,19.5,16,21.5,26.5,26,25,20,25,19,26,17,24,12,26,26,14,15.5,17.5,21.5,15,17.5,21,16,18,25.5,22.5,20,17,22,27,26.5,18,24.5,22,17.5,14.5,18,24,17.5,21.5,21,18,24,19.5,19.5,22
19,21,20,26,22,16,21,19,17.5,18,23,19.5,26,24.5,14,22.5,24.5,17,13,25.5,17.5,27,28,15.5,21,13,18.5,23,19,14,25,21.5,18.5,22.5,22,12,22.5,22.5,23,18.5,16,14,24,24.5,17,17.5,21,26.5,25,25,20,26,19,26,17,24,12.5,25,26,14,15.5,17.5,23,15,17.5,26,16,18,25.5,22.5,24.5,21.5,21,27,26.5,19,25.5,22.5,17.5,14.5,18,23,17.5,21.5,19,17,22,19,18.5,22
19,20,21,25,21,16,19,19.5,17.5,25,22.5,19.5,23,22.5,14,23,23,15,13,25.5,18.5,25.5,25,17,21,14.5,18.5,23,19,14,25,18.5,18.5,24,23,12,21.5,21.5,24.5,18.5,15,14,23,23,22,17.5,19.5,28,24,25,20,26,19,26,14,22.5,12,26,25,21,15.5,17.5,24.5,15,17.5,26,16,17.5,24.5,22.5,23,21,22,26,26.5,18,23,22.5,17.5,14.5,18,22,16,24.5,18,18,22,19,19.5,22
19,25,16,25,19.5,16,18,19.5,16,24,21.5,19.5,22,22.5,14,24.5,21.5,15,13,19.5,17.5,26,26,15.5,21.5,16,18.5,23,19,14,24,18.5,18.5,25,24.5,12,21.5,24,23,18.5,14,14,24,22.5,21,17.5,21.5,28.5,24,25,20,24.5,20,30,19,22.5,10,25,24,22,15.5,17.5,24.5,15,17.5,25,16,17.5,24,21,22,19.5,21,27,25.5,20,23,22.5,24.5,14.5,18,21,20,22.5,19,17,23,19,18.5,22
19,24.5,16,24,19.5,16,17,22,15.5,22.5,21.5,18.5,23,21.5,14,25.5,22.5,18,14,19.5,18.5,27,25.5,15.5,21,16,18,23,19,14,24,17,18.5,25,24.5,12,21.5,25.5,22,19.5,12,14,24,22.5,17,17.5,21.5,29.5,23,25,20,23,21.5,28.5,18,19.5,10,24.5,28,22.5,14.5,17.5,21.5,15,17.5,26,17.5,16,22.5,22.5,23,19.5,23,27,26.5,22,27,24,24.5,14.5,18,20,19,26.5,18,18,22,19.5,21.5,22
19,23,16,24,19.5,16,17,23,16,22.5,21.5,19.5,22,24.5,14,24.5,23,17,14,18.5,18.5,27,26,15,21,14.5,17,22,19,14,25,18.5,18.5,25.5,24.5,12,19.5,24,22,19.5,19,14,23,21.5,21,17.5,19.5,25.5,24,26,20,24.5,26,28.5,14,19.5,10,24.5,28,22,17,17.5,23,15,17.5,26.5,17.5,15.5,24,21,24.5,19.5,22,28.5,28,19,23,21,17.5,14.5,18,21,18.5,25.5,15,17,23,19.5,22.5,22
20,23,16,23,19.5,16,18,24,16,22.5,21.5,19.5,21,24.5,14,23,23,17,14,18.5,20,25.5,25,15,21.5,14.5,18.5,22,19,14,25,17.5,18.5,25,19,12,24,22.5,22,19.5,19,14,24,20,19.5,19,19.5,25.5,25,22,20,24.5,18.5,27,19,25,11,25,26,21,18.5,17.5,21.5,15,17.5,22,16,20,18.5,22.5,25,21,22,20,28.5,18,27,19.5,17.5,14.5,18,21,18.5,24.5,24,18,23,19.5,19.5,22
21,23,16,23,18.5,16,19,23,15.5,18,21.5,20,21,24.5,14,24.5,21.5,17,12,21.5,18.5,26,25,12.5,22.5,13,18,22,19,14,25,17.5,18.5,25,19,28,24,21.5,22,18.5,16,14,23,18.5,17,19,22.5,25.5,22,22,20,24.5,18.5,27,18,26.5,11,24.5,26.5,18,18.5,17.5,21.5,15,17.5,29,16,19,25.5,22.5,24.5,21.5,21,27,28,18,23,25,17.5,14.5,18,19,19,28.5,22,17,25,21,18.5,22
18,25,16,22,18,16,22,24,16,18,22.5,19.5,19,25.5,14,23,21.5,17,12,21,25.5,27,25,14,24,14.5,19.5,22,19,14,24,17,18.5,25.5,22,28,24.5,22.5,22,18.5,12,14,24,18.5,17,18.5,24,25.5,23,24,20,24.5,18.5,26,14,25,11,25,28,19,18.5,17.5,21.5,15,17.5,29,16,18,24.5,25.5,22,21,22,27,26.5,22,23,25,17.5,14.5,18,19,20,28.5,21,17,23,19.5,18.5,22
17,26,16,26,18.5,16,22,26,17.5,22.5,23,17.5,20,26.5,14,24.5,23,17,19,19.5,25.5,23,25,14,22.5,13,22.5,22,19,14,26,17.5,18.5,25,23,26,24,21.5,22,18.5,16,14,24,18.5,17,17.5,21,24,22,24,20,20,18.5,30,21,28,12,25,28,18,18.5,17.5,23,15,17.5,29,13,19,24,25.5,22,18.5,21,27,25.5,22,22.5,25,17.5,14.5,18,19,18.5,25.5,22,18,23,19.5,18.5,22
16,26,16,26,18,16,22,23,16,21,22.5,17.5,21,24,14,22.5,23,17,19,21.5,25.5,25.5,25,18,21.5,14.5,21,23,19,14,24,17.5,18.5,24,24.5,26,22.5,22.5,22,18.5,12,14,23,22.5,17,17.5,19.5,26.5,21,22,20,24.5,18.5,30,19,28,12.5,25,28,18,18.5,17.5,21.5,15,17.5,28,13,18,22.5,25.5,22,18.5,22,28.5,25.5,22,23,25,24.5,14.5,18,19,18.5,26.5,19,17,23,21,18.5,22
16,26,18,21.5,17,16,23,21,15.5,22,22.5,17.5,20,24,14,22.5,24.5,17,19,21.5,25.5,25.5,25,18,19.5,13,22.5,22,19,14,22,26.5,18.5,22.5,24.5,24,22.5,21.5,22,18.5,14,14,21,22.5,17,17.5,21.5,25.5,21,24,20,24.5,19,28.5,19,26.5,12.5,25,28,18,17.5,17.5,26,15,17.5,26.5,13,16,24,25.5,23,15.5,23,26.5,15.5,22,24.5,25,17.5,14.5,18,20,18.5,25.5,21,18,23,18,18.5,22
18,23,17,21.5,18,16,24,22,16,21,22.5,19.5,20,24,14,23,22.5,17,19,26.5,21.5,25.5,25,17,17,14.5,22.5,23,19,14,19,26.5,18.5,24,24.5,22,22.5,19.5,22,18.5,12,14,26,21.5,17,17.5,21,25.5,22,24,20,24.5,20,27,19,26.5,15,26,23,21,17,17.5,25.5,15,17.5,31,12,18,17,25,24.5,15.5,22,27,15.5,22,25.5,22.5,17.5,14.5,18,21,18.5,24,18.5,17,25,19.5,18.5,22
19,24.5,16,21.5,18.5,16,23,24,16,19.5,25.5,19.5,21,22.5,14,21.5,20,17,19,26.5,21.5,26,29,15.5,17,13,22.5,22,19,14,19,25.5,18.5,24,25,22,25.5,18.5,23,19.5,19,14,26,21.5,17,17.5,19.5,26.5,23,25,20,24.5,25.5,26,19,24,15,27,21,22,18.5,17.5,23,15,17.5,28,13,19,25.5,25.5,25,15.5,22,28.5,15.5,21,25.5,22.5,24.5,14.5,18,21,19,24.5,18,17,25,17,18.5,22
19,23,16,26,18,16,22,25,15.5,21,25.5,19.5,20,24,14,22.5,21.5,17,19,24,21.5,25.5,28,14,21.5,14.5,22.5,23,19,14,22,25.5,18.5,24,22,21,25.5,19.5,22,17.5,19,14,25,20,17,17.5,18.5,28,24,22,20,23,19,30,18,24,14,25,21,23,19.5,17.5,23,15,17.5,29,17.5,18,24.5,25,24.5,17,21,30,15.5,21,26,24,21.5,14.5,18,20,20,25.5,17,18,24,18,17.5,22
19,22,16,25.5,18.5,16,21,24,16,21,25.5,19.5,19,24,14,23,22.5,17,19,24,21.5,23,31,14,21.5,13,21,23,19,14,24,27,18.5,24,23,22,25.5,21,21.5,17.5,19,14,25,21.5,17,19,21.5,28,24,22,20,20,19,28.5,19,24,14,25,21.5,22,18.5,17.5,21,15,17.5,28,16,19,24,25,23,18,21,29,15.5,19.5,25.5,24,21.5,14.5,18,22,18.5,24,18,17,24,18.5,18.5,22
16,20,16,25.5,18.5,16,12,23,17.5,21,24.5,19.5,23,24,14,22.5,20,18,19,18.5,21.5,20,30,18,19.5,14.5,22.5,23,19,14,26,20,18.5,25,24.5,21,25.5,21.5,21.5,17.5,19,14,23,21.5,17,19,21,28,26,21,20,23,19,28.5,18,24,14,25,21,23,19.5,17.5,20,15,17.5,26.5,15,18.5,22.5,24,23,18.5,21,28.5,15.5,22,24.5,24,20,14.5,18,21,18.5,24.5,19,18,23,19.5,18.5,22
16,20,16,24.5,18.5,16,12.5,24,16,22,25.5,18.5,23,24,14,21.5,20,17,19,19.5,21.5,25.5,29,18,21.5,13,22.5,23,19,14,24,20,18.5,25.5,25,22,26.5,21,21.5,15.5,19,14,23,21.5,17,18.5,19.5,26.5,25,19.5,20,27,19,27,17,21,15,25,21.5,21,21.5,17.5,20,15,17.5,26.5,16,16,24,21,22,18.5,19,26,15.5,22,23,21,21.5,14.5,18,23,18.5,25.5,18,17,23,18.5,18.5,22
16,21,16,24.5,19.5,16,14,24,15.5,22.5,24.5,19.5,23,24,14,25.5,22.5,17,19,21,25.5,25.5,28,17,22.5,16,22.5,23,19,14,24,19.5,18.5,25,25,28,26.5,21.5,21.5,19.5,18,14,21,22.5,17,17.5,18.5,25.5,24,19.5,20,27,19,27,18,21,15,26,28,21,22.5,17.5,20,15,17.5,26,15,16,24,24,22,17,18,26,15.5,29,23,22,20,14.5,18,22,19,24.5,19,17,22,18,18.5,22
19,22,16,24.5,21,16,12.5,14,16,19.5,25.5,19.5,23,22.5,14,25.5,23,17,19,21,25.5,25.5,28,14,21.5,14.5,21,23,19,14,25,19.5,18.5,24,25,28,21.5,22.5,22,15.5,18,14,21,21.5,17,16,18.5,24,25,21,20,27,20,26,19,21,15,27,26.5,21,22.5,17.5,25.5,15,17.5,26.5,16,22,21.5,22.5,26,18,21,24.5,15.5,27,28.5,22.5,19,14.5,18,18,20,25.5,18,17,22,15.5,18,22
20,22,16,24.5,22.5,16,14,19,20,19.5,25.5,19.5,23,24,14,23,21.5,17,19,21.5,25.5,26,29,15.5,22.5,13,22.5,22,19,14,24,22.5,18.5,24,25,26,22.5,24,21.5,19.5,18,14,26,20,17,16,19.5,25.5,25,19.5,20,27,21.5,30,15,21,14,25,26,22,21.5,17.5,24.5,15,17.5,24,15,23,21.5,24,23,18.5,21,26,15.5,26,27,21,17.5,14.5,18,18,18.5,26.5,19,18,23,15.5,18.5,22
21,20,16,24.5,22.5,16,12.5,17,19,18,24.5,19.5,23,22.5,14,23,21.5,17,19,22.5,25.5,25.5,26,15.5,24,13,21,23,19,14,25,28.5,18.5,25,24.5,26,22.5,25.5,22,17.5,18,14,26,21.5,17,16,19.5,26.5,24,22,20,26,24.5,30,18,21,14,25,25,23,22.5,17.5,23,15,17.5,25,16,20,26.5,22.5,24.5,18.5,22,27,14,26,27,22,17.5,14.5,18,24,17.5,26.5,21,17,23,18,18.5,22
20,21,16,24.5,22.5,16,14,18,18.5,18,25.5,19.5,23,24,14,21.5,20,17,19,22.5,21.5,23,25,15.5,24,14.5,22.5,23,19,14,24,28.5,18.5,24,23,24,22.5,24,21.5,17.5,21,14,25,22.5,17,16,18.5,28,25,22.5,20,26,24.5,28.5,19,21,14,25,24,25,21.5,17.5,23,15,17.5,24,15,20,21.5,24,23,18.5,22,26,14,25,25,22.5,17.5,14.5,18,23,18.5,27,19,18,25,19.5,18.5,22
20,22,15,25,24,16,14.5,15,19,18,25.5,18.5,23,26.5,14,25.5,19,17,19,24,21.5,23,24,15.5,21.5,13,21,23,19,14,25,28.5,18.5,22.5,23,22,22.5,24,19,17.5,20,14,25,23,17,16,21,28,26,22,20,26,23,27,18,28,17,27,25,21,19.5,17.5,28.5,15,17.5,26.5,16,21,21.5,22.5,19,18.5,21,28.5,15.5,26,26,22.5,17.5,14.5,18,24,17.5,26.5,18,17,21,18,17.5,22
21,23,15,24.5,24,16,15.5,16,19,18,25.5,18.5,23,26.5,14,24.5,20,17,19,24,21.5,27,25,15.5,19.5,16,22.5,25,19,16,24,28.5,18.5,22,19,22,25.5,22.5,19,15.5,18,14,23,22.5,17,16,19.5,26.5,26.5,18,20,25,23,26,17,24,15,26,26,21,22.5,17.5,25.5,15,17.5,26,15,20,26.5,24,20,18.5,18,29,15.5,27,27,21,17.5,14.5,18,23,16,25.5,19,18,21,17,18.5,22
20,22,14,23,19.5,16,14,17,18.5,18,24.5,18.5,23,25.5,14,23,21.5,17,19,24.5,21.5,27,26,15.5,17,14.5,22.5,23,17.5,18,25,28,18.5,22.5,22,21,25.5,21.5,20,19.5,16,14,23,21.5,17,16,18.5,25.5,26,22,20,25,21.5,27,18,24,15,26,26,22,21.5,17.5,24.5,15,17.5,26.5,16,23,25.5,22.5,22,19.5,25,30,15.5,23,27,22,24.5,14.5,18,19,16,26.5,18,17,25,15.5,19.5,22
19,22,12,23,25.5,16,12.5,16,17.5,21,25.5,19.5,23,25.5,14,25.5,22.5,17,19,25.5,21.5,27,25,15.5,21.5,13,22.5,23,17.5,16,28,28,18.5,24,23,22,25.5,24,22,15.5,15,14,21,23,17,16,19.5,25.5,25,24,20,23,21.5,26,19,25,15,27,21,23,24,17.5,24.5,15,17.5,26.5,13,22,21.5,24,23,19.5,25,30,15.5,25,26,22.5,24.5,14.5,18,20,16,26.5,15,18,23,15.5,18.5,22
